Zip,LAT,LNG,Num_Disp,Sac_City,LA_City,Total_Pop,Percent_Under_18_Years,Percent_Ages_18_to_24,Percent_18_and_Older,Percent_21_and_Older,Percent_60_and_Older,Number_Males,Percent_Male,Male_Median_Age,Number_Females,Pct_Female,Females_Median_Age,Total_Households,Households_with_Children,Pct_Households_with_Children,Pct_Owner_Occupied,Pct_Renter_Occupied,Household_Median_Income,Household_Median_Inc_Quintiles,Pct_Earned_Income_Past_12_Months
95551,0,0,,No,No,1416,22.3,8.4,77.7,72.9,24.6,697,49.2,36.9,719,50.8,44.8,570,160,28.1,60.5,39.5,58000,,36.1
93424,0,0,,No,No,795,3.8,0,96.2,96.2,67.5,384,48.3,57.2,411,51.7,82.3,507,15,3,58.6,41.4,58125,,52.1
95421,0,0,,No,No,1808,12.5,5.2,87.5,86.3,40.1,919,50.8,54.3,889,49.2,58.6,787,88,11.2,75.5,24.5,58125,,30.4
95948,0,0,,No,No,11917,28.8,11.9,71.2,68.6,19.9,5952,49.9,34.3,5965,50.1,35.1,3718,1343,36.1,59.5,40.5,58254,,29.6
92025,0,0,,No,No,52985,27.1,9.7,72.9,69.2,15.1,26628,50.3,32.8,26357,49.7,33.4,15957,5749,36,42.8,57.2,58273,,32.3
95445,0,0,,No,No,2257,14,1.2,86,86,54.4,1023,45.3,63.7,1234,54.7,60.8,1068,125,11.7,78.2,21.8,58308,,39
91755,34.05756281,-118.1166859,,No,No,26803,15.6,6.5,84.4,81.6,30.1,13199,49.2,42.8,13604,50.8,48.4,8665,2181,25.2,49.2,50.8,58411,,46.1
92021,0,0,,No,No,70148,24.3,10.1,75.7,71.6,19.4,35601,50.8,33.7,34547,49.2,35.9,22518,7208,32,50.9,49.1,58414,,41.5
92844,0,0,,No,No,23189,19.3,8.7,80.7,77.3,21.6,11304,48.7,40.2,11885,51.3,42,6713,2065,30.8,39.1,60.9,58463,,49.6
95547,0,0,,No,No,1063,16.3,5.1,83.7,82.4,30.1,482,45.3,53.7,581,54.7,48.2,450,89,19.8,78.2,21.8,58500,,36.2
95943,0,0,,No,No,871,27.1,8.4,72.9,71.6,20.1,527,60.5,31,344,39.5,40.7,325,80,24.6,52.3,47.7,58594,,45.2
91776,34.08980275,-118.0967163,,No,No,38664,16.3,8.7,83.7,81,23,18803,48.6,39.4,19861,51.4,44,11713,2984,25.5,37.6,62.4,58658,,42.8
92382,0,0,,No,No,4462,27.7,2.5,72.3,71.1,24.9,2241,50.2,38.8,2221,49.8,41.1,1716,437,25.5,66.8,33.2,58750,,54.1
93927,0,0,,No,No,18812,35.4,10.1,64.6,59.8,11.4,9389,49.9,28,9423,50.1,26.9,4071,2022,49.7,47.1,52.9,58766,,31.4
95041,0,0,,No,No,436,40.8,10.8,59.2,53.7,14.2,272,62.4,20,164,37.6,33.9,100,0,0,42,58,58786,,58
93643,0,0,,No,No,2783,19.8,4.2,80.2,77.7,38.2,1589,57.1,47,1194,42.9,53.1,1243,210,16.9,77.4,22.6,58819,,31.5
95307,0,0,,No,No,46283,30.7,10.8,69.3,64.7,14.3,23044,49.8,29.3,23239,50.2,31.4,12589,5745,45.6,61,39,58827,,35.2
93458,0,0,,No,No,57256,34.4,13.4,65.6,60.2,10,29033,50.7,27.4,28223,49.3,25.8,13176,6947,52.7,44.8,55.2,58847,,39.7
95379,0,0,,No,No,4003,21.9,5.6,78.1,75.7,31.9,1963,49,46.8,2040,51,44.2,1601,464,29,68.3,31.7,58988,,43.8
93722,0,0,,No,No,84621,29.9,9.9,70.1,65.9,13,42007,49.6,30.1,42614,50.4,32.2,25288,9992,39.5,56.9,43.1,59028,,36.8
96110,0,0,,No,No,126,10.3,4,89.7,85.7,45.2,69,54.8,63.4,57,45.2,54.2,53,9,17,69.8,30.2,59063,,34
94804,0,0,,No,No,40931,23,9.4,77,73.4,17.3,19878,48.6,32.9,21053,51.4,35.4,14392,4206,29.2,45.4,54.6,59089,,36.8
95827,0,0,,No,No,20666,22.1,10.1,77.9,74.5,20.1,10638,51.5,33.6,10028,48.5,39.4,7292,1872,25.7,57.7,42.3,59115,,32.9
92020,0,0,,No,No,59743,24.5,8.6,75.5,72.3,18.8,29866,50,33.2,29877,50,37,19256,6793,35.3,40.2,59.8,59151,,39.3
90680,0,0,,No,No,30531,25.2,8.9,74.8,71.1,18,14626,47.9,34.1,15905,52.1,37.5,9037,3118,34.5,50.3,49.7,59220,,42.4
93277,0,0,,No,No,52271,28.1,9,71.9,68.2,20,25297,48.4,32.1,26974,51.6,35.2,18141,5987,33,56.1,43.9,59223,,45.7
95811,38.59,-121.49,,Yes,No,6294,10.6,8.9,89.4,87.6,13.6,3227,51.3,31.8,3067,48.7,32.2,3449,403,11.7,18.9,81.1,59254,Quintile 3,25.3
95315,0,0,,No,No,14520,30.4,12.1,69.6,64.8,14,7455,51.3,28,7065,48.7,34,3622,1584,43.7,64.7,35.3,59298,,48.8
95450,0,0,,No,No,227,8.4,4.8,91.6,90.3,34.8,113,49.8,57.8,114,50.2,46.5,127,7,5.5,47.2,52.8,59350,,29.1
95919,0,0,,No,No,971,19.3,4,80.7,79.9,39.1,526,54.2,53.8,445,45.8,54.8,484,99,20.5,83.3,16.7,59365,,9.7
95639,0,0,,No,No,335,24.5,3.6,75.5,75.5,9.6,192,57.3,37.8,143,42.7,51.5,114,20,17.5,35.1,64.9,59524,,19.3
96120,0,0,,No,No,926,19.3,6.8,80.7,76.9,43.6,475,51.3,56.7,451,48.7,54.8,316,42,13.3,85.8,14.2,59643,,31
93549,0,0,,No,No,293,2.4,21.5,97.6,89.4,36.5,176,60.1,56.1,117,39.9,52.9,134,6,4.5,80.6,19.4,59688,,18.7
91770,34.06563148,-118.0836899,,No,No,62703,19.2,8.9,80.8,77.1,24.6,30918,49.3,40.9,31785,50.7,42.8,16648,5246,31.5,50.6,49.4,59776,,51.3
91766,34.04418019,-117.7523963,,No,No,72348,25.9,13.2,74.1,68.2,15,36585,50.6,30.2,35763,49.4,33.6,17987,6748,37.5,51.6,48.4,59819,,43.2
92536,0,0,,No,No,3076,25.2,4.7,74.8,71.8,25.1,1586,51.6,39.4,1490,48.4,48.7,1087,270,24.8,77.5,22.5,59960,,34.8
94305,0,0,,No,No,16397,6.3,58.2,93.7,60.4,5.3,8610,52.5,22.9,7787,47.5,22,3578,470,13.1,26.6,73.4,60000,,18.7
90706,0,0,,No,No,77195,25.5,10.5,74.5,69.8,16.4,37604,48.7,33.8,39591,51.3,35.3,23240,8443,36.3,39.3,60.7,60011,,29.8
91201,0,0,,No,No,23281,16.8,7.7,83.2,79.9,24.8,10671,45.8,41.8,12610,54.2,44.1,8309,1944,23.4,27.4,72.6,60101,,38.3
93704,0,0,,No,No,29740,23.7,7.6,76.3,73,20.1,14316,48.1,35.3,15424,51.9,36.7,11334,3155,27.8,51,49,60109,,37.7
92802,0,0,,No,No,42016,24.9,9.8,75.1,71.5,16.2,21232,50.5,32.5,20784,49.5,35.2,11527,3992,34.6,34.7,65.3,60170,,58.2
91762,34.05779309,-117.6632889,,No,No,61718,26.8,9.7,73.2,69.8,15.5,30071,48.7,31.6,31647,51.3,33.5,17636,6016,34.1,51.4,48.6,60293,,41.4
95463,0,0,,No,No,136,0,14.7,100,85.3,28.7,57,41.9,57.5,79,58.1,29.9,73,0,0,100,0,60417,,26
91801,34.0938914,-118.1293994,,No,No,54768,16.4,8,83.6,81.1,23.1,26117,47.7,37.2,28651,52.3,42.7,20065,4604,22.9,35.2,64.8,60519,,41.1
93101,0,0,,No,No,31371,17,13.8,83,77.5,19.1,15338,48.9,33.7,16033,51.1,35,13100,2619,20,23.5,76.5,60612,,32.6
96062,0,0,,No,No,1042,21.3,5.7,78.7,74.2,35.1,490,47,52.6,552,53,51.7,434,126,29,76,24,60625,,33.9
94520,0,0,,No,No,38753,22.4,9.3,77.6,73.8,15.7,20144,52,33,18609,48,36.2,13669,4171,30.5,35.1,64.9,60652,,42.9
90249,0,0,,No,No,26429,20.1,7.4,79.9,76.3,24,12847,48.6,39.2,13582,51.4,43.1,8826,2228,25.2,57.2,42.8,60669,,42
95986,0,0,,No,No,56,0,0,100,100,87.5,40,71.4,74,16,28.6,-,32,0,0,78.1,21.9,60714,,40.6
92307,0,0,,No,No,39149,27.1,9.4,72.9,69,21.9,18988,48.5,36.5,20161,51.5,35.1,12772,3998,31.3,67.1,32.9,60732,,34.5
93560,34.86017223,-118.2114679,,No,No,21756,30.1,6.1,69.9,67.3,14.7,11194,51.5,31.6,10562,48.5,32.2,7148,2655,37.1,65.9,34.1,60743,,37.5
92570,0,0,,No,No,60686,29,12.3,71,65.5,14.7,31378,51.7,30.5,29308,48.3,31.3,13783,5725,41.5,64.1,35.9,60789,,53.3
95386,0,0,,No,No,10557,29.8,8.6,70.2,65.3,18,5354,50.7,34.2,5203,49.3,34.7,3057,1156,37.8,67.1,32.9,60895,,38.2
92066,0,0,,No,No,693,22.7,0.9,77.3,76.5,22.2,329,47.5,46.3,364,52.5,35.6,220,46,20.9,63.6,36.4,60938,,27.3
95417,0,0,,No,No,356,10.7,14.9,89.3,77,54.2,221,62.1,69.2,135,37.9,40.3,141,28,19.9,61,39,60956,,19.9
95301,0,0,,No,No,39186,28,9.2,72,67.8,16.2,20225,51.6,32,18961,48.4,34.6,11999,4808,40.1,57.6,42.4,60958,,40.7
95514,0,0,,No,No,140,25,0,75,75,18.6,90,64.3,30.3,50,35.7,-,60,0,0,100,0,60972,,63.3
95358,0,0,,No,No,32524,30.8,11.3,69.2,64.2,14.2,17551,54,29.5,14973,46,32.7,8781,3655,41.6,58.6,41.4,60987,,42.8
93210,0,0,,No,No,18336,24.8,11.6,75.2,70,13.8,10786,58.8,32.4,7550,41.2,31.9,4699,1710,36.4,53.3,46.7,61038,,38.5
95237,0,0,,No,No,3639,30.1,6,69.9,67.5,21.8,2036,55.9,29.6,1603,44.1,44.3,1269,419,33,72.7,27.3,61042,,41.6
96002,0,0,,No,No,34196,24.5,8.5,75.5,72.6,23.5,16229,47.5,36.7,17967,52.5,38.4,12627,3672,29.1,60.1,39.9,61055,,39.4
91203,0,0,,No,No,15410,17.5,6.6,82.5,80.5,20.1,7411,48.1,36.1,7999,51.9,39.5,6110,1465,24,16.4,83.6,61071,,40.6
95666,0,0,,No,No,5164,12.8,3.3,87.2,84.8,42.9,2718,52.6,56.1,2446,47.4,57.2,2357,304,12.9,85.7,14.3,61128,,28.3
95625,0,0,,No,No,74,0,0,100,100,58.1,67,90.5,63,7,9.5,-,67,0,0,11.9,88.1,61250,,23.9
96020,0,0,,No,No,2369,12.2,5.2,87.8,86.4,42.8,1237,52.2,54,1132,47.8,59.3,1124,158,14.1,71.7,28.3,61250,,49.9
95012,0,0,,No,No,10780,35,11,65,61.2,11.3,5581,51.8,26.3,5199,48.2,26.8,2434,1383,56.8,44.8,55.2,61373,,33.9
95610,0,0,,No,No,46305,20.6,8.7,79.4,76.4,21.8,22361,48.3,34.8,23944,51.7,38.6,17927,4534,25.3,48.6,51.4,61461,,28.7
93292,0,0,,No,No,42031,30.3,8.9,69.7,65.3,16.2,20258,48.2,31.4,21773,51.8,31.2,13594,5370,39.5,63.1,36.9,61498,,42.6
91764,0,0,,No,No,56677,26.7,11.4,73.3,68.6,12.9,27972,49.4,31.2,28705,50.6,32.2,16482,5905,35.8,44,56,61501,,41
95528,0,0,,No,No,1437,25.5,7.3,74.5,71.7,23.8,696,48.4,39.5,741,51.6,40.1,499,127,25.5,80.4,19.6,61528,,44.1
92703,0,0,,No,No,69112,26.5,11.2,73.5,68.8,13.7,36088,52.2,31.2,33024,47.8,32.9,13575,5824,42.9,47,53,61584,,61.4
93291,0,0,,No,No,59270,30.7,10.8,69.3,64,13.5,29382,49.6,29.9,29888,50.4,30.8,17429,7503,43,60.9,39.1,61599,,46.7
92501,0,0,,No,No,21590,23.6,11.2,76.4,71.1,13.8,11311,52.4,31.5,10279,47.6,34.6,6699,1996,29.8,43.1,56.9,61630,,40.8
91911,0,0,,No,No,84026,23.7,9.5,76.3,72.4,18.7,41145,49,34.4,42881,51,37.4,24684,8462,34.3,51.3,48.7,61748,,48.7
91786,34.10199049,-117.6598173,,No,No,53697,22.7,11.2,77.3,72.7,18.2,25733,47.9,33.4,27964,52.1,36.7,19107,5437,28.5,42.2,57.8,61898,,34.8
95642,0,0,,No,No,7101,15.7,3.7,84.3,82.5,41.8,3327,46.9,47.7,3774,53.1,56.5,3147,647,20.6,72.2,27.8,62083,,38.1
91767,34.08076079,-117.7377058,,No,No,50606,25.1,11.4,74.9,69.9,16.8,24650,48.7,32.2,25956,51.3,34.9,14065,4390,31.2,53.4,46.6,62153,,40.1
93230,0,0,,No,No,67605,28.3,8.9,71.7,67.9,17.3,34357,50.8,32.9,33248,49.2,34.2,22204,8793,39.6,57,43,62239,,45.6
93245,0,0,,No,No,38480,27.7,14.5,72.3,66.9,12.2,20368,52.9,27.7,18112,47.1,28.9,12213,5206,42.6,46.7,53.3,62292,,35.3
95251,0,0,,No,No,625,5.6,11.2,94.4,87.5,44.8,259,41.4,47.7,366,58.6,56.6,301,18,6,88.4,11.6,62337,,35.2
92841,0,0,,No,No,33754,21.6,9.5,78.4,74.8,21.3,16822,49.8,39.4,16932,50.2,38.8,9384,3138,33.4,52.4,47.6,62339,,47.9
91763,34.07173187,-117.6995176,,No,No,38863,25.8,11.7,74.2,70,15.5,19048,49,31.2,19815,51,33.4,10233,3821,37.3,53.8,46.2,62386,,45.2
93436,0,0,,No,No,56323,25.8,10.5,74.2,69.9,18.4,30674,54.5,33.2,25649,45.5,36.6,17510,5977,34.1,52.6,47.4,62423,,32.2
95946,0,0,,No,No,8977,13.5,4.9,86.5,84.7,45.8,4346,48.4,57.2,4631,51.6,58.3,3799,401,10.6,80.7,19.3,62434,,30.5
96140,0,0,,No,No,953,4.2,4.8,95.8,95.8,46.4,489,51.3,61.5,464,48.7,52.5,480,26,5.4,73.5,26.5,62500,,19.8
93635,0,0,,No,No,41180,34,8.5,66,61.8,14.7,20796,50.5,30.3,20384,49.5,31,11473,5082,44.3,56.5,43.5,62526,,45
95917,0,0,,No,No,3717,24.5,12.5,75.5,70.9,19.5,2039,54.9,28.8,1678,45.1,41.4,1104,327,29.6,74.9,25.1,62660,,23.6
95360,0,0,,No,No,13278,29.6,9.2,70.4,65.6,16.9,6281,47.3,34.7,6997,52.7,33.4,3909,1550,39.7,67.3,32.7,62679,,35.3
93546,0,0,,No,No,9591,22.4,13.8,77.6,69.3,11.4,5023,52.4,32,4568,47.6,34.8,2954,703,23.8,51.7,48.3,62747,,32.9
93523,35.02872368,-117.8996268,,No,No,3556,38.8,5.6,61.2,59.9,9.3,1870,52.6,27.6,1686,47.4,27.8,1161,594,51.2,19.7,80.3,62760,,27.4
93060,0,0,,No,No,33773,27.8,11.3,72.2,67.1,16.5,16885,50,32,16888,50,33.3,9622,3346,34.8,53.5,46.5,62789,,41
96008,0,0,,No,No,1191,13.1,2.4,86.9,85.5,29.9,444,37.3,51.5,747,62.7,52.1,464,82,17.7,93.3,6.7,62852,,20
95955,0,0,,No,No,1386,25.3,4.3,74.7,72.6,20.1,761,54.9,38.2,625,45.1,42.9,513,170,33.1,60.6,39.4,62950,,36.8
92392,0,0,,No,No,58393,31.8,8.9,68.2,64.6,13.4,27623,47.3,29.3,30770,52.7,32.6,15880,6923,43.6,57.6,42.4,62961,,43.9
92801,33.84219392,-117.9526576,,No,No,66594,26,11,74,69.9,14.4,32421,48.7,31.3,34173,51.3,33.5,17921,7158,39.9,33.9,66.1,63046,,48.4
95312,0,0,,No,No,276,38.4,1.4,61.6,60.1,22.8,145,52.5,28.4,131,47.5,33.3,70,31,44.3,62.9,37.1,63077,,67.1
95957,0,0,,No,No,879,28.4,6.5,71.6,70.5,21.6,480,54.6,37.6,399,45.4,37.3,313,104,33.2,62.9,37.1,63125,,26.2
95303,0,0,,No,No,1110,23.7,12.3,76.3,68.9,13.5,614,55.3,32.8,496,44.7,41.8,371,123,33.2,39.9,60.1,63173,,53.9
93033,0,0,,No,No,84701,29.9,10.5,70.1,65.5,13,43557,51.4,30.3,41144,48.6,30.5,17217,7633,44.3,55.4,44.6,63204,,47.2
95524,0,0,,No,No,1668,11.8,5.4,88.2,84.9,38.5,798,47.8,55.2,870,52.2,53.7,738,95,12.9,82.4,17.6,63214,,38.2
95621,0,0,,No,No,41740,20.9,8.5,79.1,75.5,24.3,20201,48.4,37.7,21539,51.6,42.1,16385,4266,26,66.2,33.8,63214,,32.3
95470,0,0,,No,No,5561,21.7,5.8,78.3,75.4,22.7,2857,51.4,42.3,2704,48.6,46.7,2116,609,28.8,78.1,21.9,63229,,40.1
92843,0,0,,No,No,46873,22.4,10.2,77.6,73,18.4,23216,49.5,37.2,23657,50.5,37.7,11833,4360,36.8,47.2,52.8,63248,,58.2
94108,0,0,,No,No,14143,8.3,6.6,91.7,90.1,28,6884,48.7,41.4,7259,51.3,42.3,7800,711,9.1,10.8,89.2,63263,,27.8
91803,34.07533388,-118.1443071,,No,No,29567,17.9,9.1,82.1,78.9,24.7,14867,50.3,39.9,14700,49.7,45.1,9644,2523,26.2,49.4,50.6,63264,,41.7
94124,0,0,,No,No,35747,22.5,7,77.5,75.6,20.6,17213,48.2,36.5,18534,51.8,37.9,11219,3152,28.1,51.7,48.3,63267,,48.1
95493,0,0,,No,No,377,0,21,100,100,70.8,165,43.8,61.9,212,56.2,68.6,183,0,0,76.5,23.5,63358,,46.4
93041,0,0,,No,No,24208,23.8,11.4,76.2,71.6,15.9,12470,51.5,31.1,11738,48.5,32.8,7111,2227,31.3,45.7,54.3,63387,,40.7
92054,0,0,,No,No,41807,22.2,10.7,77.8,73.8,17.4,20631,49.3,33.5,21176,50.7,35.4,15381,3945,25.6,41.3,58.7,63404,,29.6
95833,38.61,-121.49,,Yes,No,39905,24.4,9.7,75.6,72.1,13.9,19653,49.2,31,20252,50.8,32,14656,4620,31.5,42.5,57.5,63418,Quintile 3,30.9
92504,0,0,,No,No,59896,24.3,13.3,75.7,69.6,17.7,29690,49.6,31,30206,50.4,36.4,16569,5483,33.1,59,41,63581,,43.4
93960,0,0,,No,No,26966,23,9.1,77,73,10,18260,67.7,37.7,8706,32.3,31.2,4098,1865,45.5,60.2,39.8,63604,,26.8
95970,0,0,,No,No,616,19.8,7.8,80.2,78.6,33.3,297,48.2,50.4,319,51.8,49.1,254,72,28.3,62.6,37.4,63750,,28.7
93602,0,0,,No,No,3530,21,3.7,79,76.9,38.6,1735,49.2,50.7,1795,50.8,52.2,1400,316,22.6,83.4,16.6,63804,,34.3
93955,0,0,,No,No,34566,24.7,11.1,75.3,69.2,16,17574,50.8,31.3,16992,49.2,33.8,10823,3283,30.3,40.3,59.7,63832,,37.1
93514,0,0,,No,No,14175,19.9,7.7,80.1,76.2,31,7114,50.2,44.5,7061,49.8,46.7,5968,1082,18.1,68.8,31.2,63849,,26.7
91754,34.05316132,-118.1388498,,No,No,33636,18.6,6.8,81.4,78.6,27.9,15842,47.1,40.8,17794,52.9,45.4,11290,2937,26,54.3,45.7,63909,,41.8
92211,0,0,,No,No,25056,9.8,3.4,90.2,89,58.5,11309,45.1,66.9,13747,54.9,65.2,12717,1236,9.7,74.6,25.4,63936,,39.8
95407,0,0,,No,No,42026,25.9,9.6,74.1,70.2,14.7,21551,51.3,33.1,20475,48.7,33.9,12785,4486,35.1,51.6,48.4,63981,,39.3
91945,0,0,,No,No,27236,25.3,7.5,74.7,71.4,18.6,13218,48.5,34.1,14018,51.5,36.7,8603,2951,34.3,52.3,47.7,64027,,40.3
95444,0,0,,No,No,705,11.2,6.5,88.8,86.1,18.7,262,37.2,29.5,443,62.8,50.2,214,31,14.5,66.4,33.6,64028,,50.5
95608,0,0,,No,No,62539,20.3,7.6,79.7,76.5,27.4,29607,47.3,38.7,32932,52.7,44.1,25440,6500,25.6,52.9,47.1,64059,,29.2
95668,0,0,,No,No,664,23.5,6.8,76.5,74.7,26.7,312,47,38.8,352,53,42.1,235,70,29.8,70.6,29.4,64063,,33.2
