Zip,LAT,LNG,Num_Disp,Sac_City,LA_City,Total_Pop,Percent_Under_18_Years,Percent_Ages_18_to_24,Percent_18_and_Older,Percent_21_and_Older,Percent_60_and_Older,Number_Males,Percent_Male,Male_Median_Age,Number_Females,Pct_Female,Females_Median_Age,Total_Households,Households_with_Children,Pct_Households_with_Children,Pct_Owner_Occupied,Pct_Renter_Occupied,Household_Median_Income,Household_Median_Inc_Quintiles,Pct_Earned_Income_Past_12_Months
93638,0,0,,No,No,49932,32.4,12.5,67.6,62.2,13.3,25345,50.8,27.8,24587,49.2,29.9,12214,5765,47.2,53.9,46.1,45811,,42.5
93225,34.82561205,-119.0507491,,No,No,4782,16.2,7.9,83.8,79.3,28.5,2325,48.6,52.8,2457,51.4,45.3,1942,376,19.4,65.8,34.2,45818,,32.8
96047,0,0,,No,No,849,9.3,10.8,90.7,88.5,36.2,478,56.3,49.8,371,43.7,55.9,350,29,8.3,80.6,19.4,45833,,39.7
95660,0,0,,No,No,35461,28.6,11.7,71.4,67.1,16.9,17139,48.3,29.1,18322,51.7,33.4,10593,3944,37.2,52.3,47.7,45845,,39.8
92201,0,0,,No,No,65726,22.7,9,77.3,73.8,22.2,31550,48,36.1,34176,52,40.4,23607,5244,22.2,65.3,34.7,45848,,49
93550,34.56908293,-118.0961167,,No,No,77506,31.6,11.3,68.4,63.8,12.9,37463,48.3,28.2,40043,51.7,30.3,21548,9200,42.7,52.1,47.9,45918,,37.1
93405,0,0,,No,No,35898,6.9,56.3,93.1,57.9,11.3,20424,56.9,22.5,15474,43.1,21.2,8651,1084,12.5,35.4,64.6,45933,,39.1
96093,0,0,,No,No,3570,26.1,1.8,73.9,72.5,26.2,1893,53,41.8,1677,47,39.9,1644,414,25.2,58.2,41.8,46039,,36.9
96021,0,0,,No,No,16017,25.2,8.6,74.8,71.8,22,7663,47.8,37.1,8354,52.2,37.4,5798,1733,29.9,65.9,34.1,46050,,35.7
90022,0,0,,No,No,67014,27.2,10.2,72.8,68.7,15.3,33009,49.3,31.7,34005,50.7,33.5,17603,6500,36.9,32.7,67.3,46051,,48.4
95306,0,0,,No,No,654,11.8,7.3,88.2,88.2,44.3,311,47.6,60.5,343,52.4,47.5,358,44,12.3,76.3,23.7,46176,,52.2
95215,0,0,,No,No,24326,25.2,9.9,74.8,69.5,19.8,13840,56.9,39.5,10486,43.1,36.8,6612,2397,36.3,61.5,38.5,46191,,45.6
95540,0,0,,No,No,14196,23.8,9.6,76.2,71.3,24.5,6750,47.5,37.4,7446,52.5,42.4,5402,1497,27.7,60,40,46219,,33.5
96124,0,0,,No,No,458,27.7,4.6,72.3,70.1,17.2,157,34.3,43.8,301,65.7,45.4,192,57,29.7,83.3,16.7,46250,,19.3
93263,0,0,,No,No,22210,32.5,12.1,67.5,61.7,11.1,11043,49.7,28.2,11167,50.3,26.7,5825,2691,46.2,54,46,46274,,35.2
95461,0,0,,No,No,2567,17.8,2.2,82.2,80.2,37.1,1204,46.9,46.1,1363,53.1,49.1,1090,230,21.1,64.8,35.2,46310,,53.1
94102,0,0,,No,No,31392,9.5,6.5,90.5,89.1,23.4,17595,56,40.3,13797,44,37.6,18036,1514,8.4,8.9,91.1,46372,,33.2
95423,0,0,,No,No,3751,15.5,6.6,84.5,82.1,35.8,2026,54,51.9,1725,46,54.8,1668,267,16,70.1,29.9,46500,,42.6
92234,0,0,,No,No,54357,23.2,8.5,76.8,73.1,23.6,27206,50.1,40.8,27151,49.9,38.3,18816,5071,27,60.7,39.3,46521,,38
95415,0,0,,No,No,1388,19.6,14.4,80.4,72,23.3,670,48.3,41.5,718,51.7,38.2,442,144,32.6,47.1,52.9,46538,,39.6
92173,0,0,,No,No,31000,26.9,11.6,73.1,67.9,14.6,14779,47.7,30,16221,52.3,32.8,7947,3332,41.9,30.8,69.2,46549,,37.9
95380,0,0,,No,No,42866,28,9.3,72,67.8,16.9,20262,47.3,31.6,22604,52.7,32.9,14470,5393,37.3,46,54,46580,,41
93535,34.68876176,-118.0592884,,No,No,74264,30.5,11.1,69.5,63.9,14.6,36797,49.5,29,37467,50.5,33,21334,8473,39.7,56.6,43.4,46600,,24.2
91950,0,0,,No,No,62859,20.8,13.8,79.2,73.5,18.8,31691,50.4,32.1,31168,49.6,36.3,16963,5269,31.1,36.2,63.8,46708,,42.5
92404,0,0,,No,No,62915,30.3,11.9,69.7,65.2,13.2,30707,48.8,28.7,32208,51.2,30.3,17848,7029,39.4,45.3,54.7,46770,,42.2
93545,0,0,,No,No,1821,25,3.1,75,75,32,978,53.7,46.8,843,46.3,34.9,772,198,25.6,59.6,40.4,46875,,33.4
92545,0,0,,No,No,41879,23.3,8.6,76.7,72.9,33.7,20289,48.4,39.8,21590,51.6,47.1,14642,3552,24.3,68.7,31.3,46904,,51.8
92249,0,0,,No,No,7861,30,13.7,70,64.7,15.2,4103,52.2,27.5,3758,47.8,30.9,1936,847,43.8,59.9,40.1,47021,,53.6
95019,0,0,,No,No,7368,26.9,16,73.1,67.1,18,3918,53.2,27,3450,46.8,39.2,2089,723,34.6,36.1,63.9,47025,,40.2
96013,0,0,,No,No,4819,26.8,8.5,73.2,69.2,24.9,2366,49.1,32.3,2453,50.9,41.4,1766,538,30.5,64.5,35.5,47102,,37.3
90040,0,0,,No,No,12328,23.8,9.9,76.2,72.1,19.5,5979,48.5,35.2,6349,51.5,35.5,3461,1120,32.4,46.6,53.4,47120,,36.3
95210,0,0,,No,No,41509,29.1,10.8,70.9,67.1,16.4,20023,48.2,30.1,21486,51.8,31.6,11929,4588,38.5,45.6,54.4,47142,,43.2
91502,0,0,,No,No,10708,13.7,9.5,86.3,83.8,22.2,4901,45.8,34.4,5807,54.2,37.7,5071,830,16.4,9.2,90.8,47148,,39.9
96067,0,0,,No,No,7094,16.8,6,83.2,80.9,38.3,3537,49.9,54.7,3557,50.1,51.9,3462,495,14.3,58.2,41.8,47150,,33.5
95388,0,0,,No,No,14116,31.9,8.9,68.1,65,17.5,7642,54.1,30.8,6474,45.9,32.8,4135,1665,40.3,58.5,41.5,47184,,43.3
92321,0,0,,No,No,1042,17.9,6.9,82.1,76.1,25,494,47.4,49.2,548,52.6,39.3,414,101,24.4,81.4,18.6,47222,,45.2
96044,0,0,,No,No,963,12.1,3.5,87.9,86.9,47.1,488,50.7,57.9,475,49.3,59.4,471,46,9.8,70.7,29.3,47228,,38
96065,0,0,,No,No,403,13.9,1,86.1,86.1,42.7,224,55.6,56,179,44.4,57.4,177,23,13,69.5,30.5,47250,,35.6
95966,0,0,,No,No,29860,20.2,9.6,79.8,76.1,30.1,14971,50.1,41.1,14889,49.9,46.2,11266,2511,22.3,71.4,28.6,47252,,37.4
93254,0,0,,No,No,786,30.9,6.2,69.1,68.4,24.2,400,50.9,39.6,386,49.1,28.8,306,102,33.3,56.9,43.1,47333,,36.3
95832,38.43,-121.51,,Yes,No,12114,29.6,12.1,70.4,65.5,15.8,6144,50.7,29,5970,49.3,31,3147,1257,39.9,49.3,50.7,47341,Quintile 1,38.4
93429,0,0,,No,No,144,0,5.6,100,100,69.4,47,32.6,68.6,97,67.4,74,69,0,0,68.1,31.9,47404,,65.2
93591,34.59676061,-117.8382666,,No,No,6744,31.2,8.3,68.8,64.8,14.6,2978,44.2,36.5,3766,55.8,28.2,1948,632,32.4,73.8,26.2,47453,,26
90301,0,0,,No,No,38234,23.9,10.9,76.1,71.8,17.3,19135,50,33.5,19099,50,37.6,12046,3594,29.8,25.4,74.6,47464,,38.9
93725,0,0,,No,No,27214,33.2,11.9,66.8,61.7,13.2,13428,49.3,26.7,13786,50.7,28.4,6835,3102,45.4,54,46,47524,,44.7
95823,38.47,-121.44,,Yes,No,79440,29.4,9.2,70.6,67.3,15.7,38601,48.6,30.9,40839,51.4,32,23710,9088,38.3,45.7,54.3,47553,Quintile 1,38.9
95569,0,0,,No,No,371,0,7,100,100,33.7,220,59.3,50.2,151,40.7,62,178,0,0,78.7,21.3,47583,,41.6
96032,0,0,,No,No,2653,25,4.1,75,72.4,32.2,1384,52.2,41.8,1269,47.8,41.9,1091,322,29.5,64.9,35.1,48036,,37.2
96055,0,0,,No,No,3866,24.3,6.3,75.7,72.6,30.5,1902,49.2,42.4,1964,50.8,45.5,1537,446,29,72.2,27.8,48103,,22.8
92391,0,0,,No,No,1959,21.2,6.2,78.8,77.9,25.9,1042,53.2,46.4,917,46.8,43.1,809,258,31.9,58.6,41.4,48233,,42.8
92243,0,0,,No,No,50402,28.5,10.3,71.5,67.3,19,25332,50.3,31,25070,49.7,35.8,13001,4414,34,53.4,46.6,48290,,39.4
95838,38.64,-121.44,,Yes,No,39053,29.3,10.8,70.7,66.5,13.3,19632,50.3,29.3,19421,49.7,32.9,11056,4087,37,50.3,49.7,48416,Quintile 2,38.1
95951,0,0,,No,No,2686,32.5,11.7,67.5,62.3,12.7,1377,51.3,26.1,1309,48.7,30.9,854,377,44.1,63.5,36.5,48500,,39.1
95348,0,0,,No,No,34002,25.8,18,74.2,65.4,14.8,16981,49.9,27.4,17021,50.1,30.1,10517,3333,31.7,38.1,61.9,48505,,41.1
95374,0,0,,No,No,1682,21.5,6.2,78.5,74.6,23.1,847,50.4,41.7,835,49.6,38.5,569,157,27.6,54,46,48603,,31.6
95945,0,0,,No,No,25381,16.9,7.1,83.1,79.3,37.4,11790,46.5,44.1,13591,53.5,52.9,11162,2287,20.5,55.3,44.7,48648,,34.3
93251,0,0,,No,No,202,18.3,6.4,81.7,80.2,26.2,104,51.5,39.7,98,48.5,53.5,68,17,25,61.8,38.2,48750,,36.8
95464,0,0,,No,No,2505,24.2,5.3,75.8,72.7,30,1259,50.3,40.7,1246,49.7,48.1,976,198,20.3,74.6,25.4,48808,,45.1
93067,0,0,,No,No,410,2.9,0,97.1,97.1,49.5,173,42.2,29.8,237,57.8,66.1,260,14,5.4,45.4,54.6,48828,,43.8
96063,0,0,,No,No,359,41.5,0,58.5,58.5,17.5,236,65.7,35.1,123,34.3,40.6,137,33,24.1,56.9,43.1,48859,,0
93040,0,0,,No,No,1827,30.8,8,69.2,66.6,21.2,851,46.6,29.3,976,53.4,34.4,524,184,35.1,63.4,36.6,48864,,30.2
95333,0,0,,No,No,2539,26,8.2,74,70.7,20,1345,53,37,1194,47,38.6,812,267,32.9,70,30,48993,,47.4
93505,0,0,,No,No,13774,20.9,10.9,79.1,75,17.2,8097,58.8,35.1,5677,41.2,34.6,4205,973,23.1,55.3,44.7,49014,,44.5
95490,0,0,,No,No,12975,21.6,9.1,78.4,74.1,29.6,6496,50.1,35.9,6479,49.9,48.5,5235,1283,24.5,56.7,43.3,49043,,35.4
96007,0,0,,No,No,23228,22,6.9,78,74.8,28.1,11589,49.9,37.8,11639,50.1,42.6,9110,2281,25,67,33,49044,,35.9
90304,0,0,,No,No,25946,28.8,11.2,71.2,66.3,11.3,13147,50.7,29.3,12799,49.3,30.6,6583,2882,43.8,30.8,69.2,49120,,42.9
91204,0,0,,No,No,18723,18,7.1,82,79,21.8,9084,48.5,36,9639,51.5,38.5,6485,1569,24.2,9.8,90.2,49122,,44.7
96137,0,0,,No,No,3252,12.4,6.9,87.6,83.2,45,1538,47.3,57.5,1714,52.7,58,1635,250,15.3,72.1,27.9,49191,,29.7
96113,0,0,,No,No,1925,9.7,7.6,90.3,88.5,7.9,1463,76,36.3,462,24,32,391,131,33.5,37.9,62.1,49198,,41.9
93656,0,0,,No,No,5806,26.7,8,73.3,69.5,20.2,2901,50,34.4,2905,50,31.9,1690,667,39.5,56.7,43.3,49259,,40.5
92230,0,0,,No,No,2705,21.6,10.2,78.4,73.8,20.6,1026,37.9,30.6,1679,62.1,44,832,250,30,55.5,44.5,49286,,39.8
93516,0,0,,No,No,2244,19.2,11.5,80.8,77,19.3,1152,51.3,33.5,1092,48.7,43.7,966,175,18.1,58.3,41.7,49318,,38.6
93221,0,0,,No,No,14129,26.5,8.4,73.5,70.3,22.8,6802,48.1,35.8,7327,51.9,39,4825,1574,32.6,69.1,30.9,49354,,42.8
93630,0,0,,No,No,20764,32.9,11.3,67.1,61.7,13.1,10692,51.5,27.7,10072,48.5,28.4,5373,2461,45.8,50.7,49.3,49360,,44.6
95525,0,0,,No,No,1401,9.6,5.3,90.4,87.6,37.4,765,54.6,38.9,636,45.4,56.3,652,56,8.6,58.9,41.1,49375,,37.7
92055,0,0,,No,No,11765,2.2,86.9,97.8,57.8,0,10671,90.7,21.4,1094,9.3,22,292,129,44.2,0,100,49441,,25.7
95988,0,0,,No,No,8298,25.4,5.8,74.6,72.2,26.5,4282,51.6,37,4016,48.4,42.3,3204,873,27.2,51.3,48.7,49518,,29.8
95926,0,0,,No,No,40000,18.3,27.4,81.7,68.5,17.9,19467,48.7,26.7,20533,51.3,28.9,14942,3285,22,43.9,56.1,49520,,39.3
95039,0,0,,No,No,1074,29.9,12.6,70.1,65.5,17.1,587,54.7,35,487,45.3,30.3,314,99,31.5,57.3,42.7,49556,,44.9
96019,0,0,,No,No,10178,24.2,7.1,75.8,72.9,22.6,5056,49.7,36.8,5122,50.3,41.6,3891,1143,29.4,63.7,36.3,49583,,30.7
96064,0,0,,No,No,4533,19.2,7.7,80.8,77.4,33,2313,51,48.7,2220,49,50.4,1875,358,19.1,72.9,27.1,49604,,40.2
95207,0,0,,No,No,52269,26.1,10.6,73.9,70,20.5,24800,47.4,31.3,27469,52.6,33.9,18414,5866,31.9,39.2,60.8,49647,,35.6
95453,0,0,,No,No,11369,19.2,7.2,80.8,77,33.9,5576,49,48.2,5793,51,50.5,4662,1092,23.4,64.3,35.7,49690,,38.3
92004,0,0,,No,No,2299,11.2,8.8,88.8,86,53.6,1157,50.3,66.2,1142,49.7,59.7,1136,155,13.6,85.9,14.1,49744,,22.3
95903,0,0,,No,No,1653,23.5,45.1,76.5,57.7,0.3,990,59.9,21.6,663,40.1,22.9,341,193,56.6,0,100,49750,,16.7
95963,0,0,,No,No,15492,27,10.1,73,68.2,22.4,7690,49.6,35.1,7802,50.4,35.8,5473,1905,34.8,64.6,35.4,49821,,36.9
90222,0,0,,No,No,33200,31.3,11.3,68.7,64.2,12.5,16443,49.5,27.9,16757,50.5,30.1,7979,3375,42.3,48.8,51.2,49894,,41.4
96107,0,0,,No,No,1433,14.7,5.4,85.3,83.9,35.5,693,48.4,32.8,740,51.6,59.2,497,77,15.5,75.1,24.9,49909,,31.6
93668,0,0,,No,No,1219,35.5,6.6,64.5,57.9,16.7,675,55.4,42.7,544,44.6,37.8,353,180,51,62.3,37.7,50063,,16.7
95437,0,0,,No,No,14859,20.7,5.6,79.3,77.6,32.1,7294,49.1,45.8,7565,50.9,46.3,6080,1459,24,59.1,40.9,50076,,36.4
94601,0,0,,No,No,53039,24.8,9.9,75.2,71.1,13.1,26347,49.7,32.3,26692,50.3,34,15536,5488,35.3,33,67,50122,,46.2
93266,0,0,,No,No,1337,42,13.2,58,54.5,10.7,615,46,21.5,722,54,29.7,307,163,53.1,40.7,59.3,50144,,46.3
90716,0,0,,No,No,14285,27.2,12.7,72.8,67.4,14.1,7261,50.8,30.8,7024,49.2,33.1,3670,1435,39.1,41.4,58.6,50149,,30.6
95354,0,0,,No,No,24923,26.2,8.1,73.8,70.4,18.2,12603,50.6,32.9,12320,49.4,35,8890,2697,30.3,47.3,52.7,50226,,36.6
93461,0,0,,No,No,1349,21.5,6.4,78.5,72.8,16.8,716,53.1,36,633,46.9,42.8,523,97,18.5,49.7,50.3,50272,,54.9
95570,0,0,,No,No,2338,17.6,8.9,82.4,80.3,33.2,1142,48.8,43,1196,51.2,49.9,1026,250,24.4,75.8,24.2,50278,,33.6
96006,0,0,,No,No,389,12.9,8.2,87.1,79.2,43.4,200,51.4,58,189,48.6,52.7,191,26,13.6,91.1,8.9,50288,,39.3
95841,0,0,,No,No,21229,22,10.1,78,74.5,18.6,9791,46.1,32.7,11438,53.9,36.1,8191,2398,29.3,37.6,62.4,50295,,32
91906,0,0,,No,No,4428,33,7.7,67,64.1,14.7,2519,56.9,27.8,1909,43.1,29.8,1311,475,36.2,67.6,32.4,50387,,35.4
92395,0,0,,No,No,43908,29.8,8.7,70.2,66.2,19.6,21282,48.5,32.5,22626,51.5,35.2,13446,4428,32.9,52.8,47.2,50404,,43.7
92548,0,0,,No,No,7859,28.6,9.1,71.4,66.3,19.7,4124,52.5,33.1,3735,47.5,37.8,2256,798,35.4,63.4,36.6,50464,,51.5
95684,0,0,,No,No,3129,12.5,5.8,87.5,87.5,48,1503,48,58.2,1626,52,59.6,1305,134,10.3,81.9,18.1,50475,,50.2
95977,0,0,,No,No,1488,19.6,2.4,80.4,80,28.9,774,52,35.5,714,48,40.6,714,224,31.4,68.9,31.1,50536,,31.1
96091,0,0,,No,No,618,6.1,11.5,93.9,86.1,44.8,320,51.8,57.1,298,48.2,58.6,355,37,10.4,77.5,22.5,50547,,24.2
93450,0,0,,No,No,767,35.2,10.8,64.8,60.4,11.9,378,49.3,30.2,389,50.7,24.4,204,83,40.7,29.9,70.1,50556,,33.8
93202,0,0,,No,No,4273,34,13.5,66,60,12.3,2277,53.3,26,1996,46.7,34.1,1162,628,54,56.5,43.5,50590,,49.8
93453,0,0,,No,No,2578,14.7,6.5,85.3,82.5,42,1301,50.5,56,1277,49.5,55.5,1173,212,18.1,73,27,50675,,40.4
95991,0,0,,No,No,40861,27.3,8.4,72.7,69.5,19.6,19957,48.8,32.5,20904,51.2,35.3,14432,5174,35.9,47.9,52.1,50682,,29.8
91733,34.05510354,-118.0469964,,No,No,45365,24.5,10.2,75.5,71.7,17.7,22818,50.3,33.8,22547,49.7,35.6,11026,3836,34.8,44.6,55.4,50691,,44
93925,0,0,,No,No,2073,32.7,12,67.3,62.1,9.7,1015,49,30,1058,51,28.7,430,200,46.5,38.1,61.9,50750,,15.8
95636,0,0,,No,No,1195,17.7,2.8,82.3,82.3,45.6,583,48.8,61.5,612,51.2,50.2,545,79,14.5,100,0,50757,,22.8
93309,0,0,,No,No,58538,25.3,10.8,74.7,71,17.5,28749,49.1,30.6,29789,50.9,33.3,21431,6478,30.2,46.5,53.5,50839,,36
93434,0,0,,No,No,7451,32.1,12.5,67.9,64.4,14.6,3813,51.2,26.4,3638,48.8,31.9,2030,891,43.9,51.3,48.7,50864,,36.5
93654,0,0,,No,No,30373,30.2,10.3,69.8,64.7,17.9,15384,50.7,30.7,14989,49.3,33.5,8572,3450,40.2,64.6,35.4,50903,,45.2
90805,0,0,,No,No,95995,28.8,10,71.2,67.2,13.9,46711,48.7,30.7,49284,51.3,31.7,27354,10641,38.9,40.9,59.1,50914,,37.3
95206,0,0,,No,No,64250,31.4,10.8,68.6,63.7,13.8,32029,49.9,27.9,32221,50.1,33.4,17227,7769,45.1,52.2,47.8,50918,,42.7
95817,38.55,-121.45,,Yes,No,13758,14.7,10.7,85.3,81.6,18,6284,45.7,35.1,7474,54.3,35.9,6148,1130,18.4,40.7,59.3,50925,Quintile 2,27
95240,0,0,,No,No,48799,28.7,8.8,71.3,67.6,18.6,24511,50.2,32.5,24288,49.8,35.1,16478,5670,34.4,49,51,50992,,32.3
96088,0,0,,No,No,4690,11.3,7.9,88.7,85.1,44.3,2642,56.3,56.5,2048,43.7,57.7,2092,191,9.1,86.8,13.2,51039,,36.9
95536,0,0,,No,No,2899,22.7,6.2,77.3,74.7,32.9,1480,51.1,45.6,1419,48.9,43.8,1124,310,27.6,51,49,51045,,43.9
95820,38.53,-121.44,,Yes,No,36437,22.9,9,77.1,73.7,18.7,17831,48.9,34.6,18606,51.1,35.7,12964,3549,27.4,53,47,51068,Quintile 2,37.7
92345,0,0,,No,No,82110,29.9,10.5,70.1,65.8,16.4,40242,49,31.6,41868,51,32.3,23946,8940,37.3,60.5,39.5,51118,,25.3
92315,0,0,,No,No,5247,20,5.4,80,77.6,30.4,2617,49.9,43.6,2630,50.1,44,2243,518,23.1,53.4,46.6,51155,,65.9
96143,0,0,,No,No,3585,20.8,2.9,79.2,78.5,19.5,1878,52.4,38.1,1707,47.6,35.6,1558,463,29.7,55.8,44.2,51222,,23.6
92250,0,0,,No,No,8655,29.2,10.9,70.8,65.3,19.7,4461,51.5,29,4194,48.5,39.4,2349,731,31.1,58,42,51250,,43.2
95954,0,0,,No,No,12371,16,10.1,84,79,33,5755,46.5,50.6,6616,53.5,48.1,4934,857,17.4,79,21,51263,,33.4
91732,34.07068038,-118.0160599,,No,No,62905,22.8,10.5,77.2,73,17.6,31144,49.5,34.6,31761,50.5,37.7,16066,5604,34.9,42.4,57.6,51268,,40.5
92507,0,0,,No,No,59152,18.7,27.6,81.3,66.3,11.4,29519,49.9,26.7,29633,50.1,26.2,17046,4236,24.9,32.1,67.9,51288,,39.2
95605,0,0,,No,No,14493,25.8,12.3,74.2,68.2,17.9,7441,51.3,28.5,7052,48.7,37,4927,1572,31.9,40.6,59.4,51303,,40.8
90221,0,0,,No,No,51688,28.6,12.2,71.4,66.4,12.9,26313,50.9,29.5,25375,49.1,32.8,12144,5199,42.8,51,49,51377,,42.7
93905,0,0,,No,No,60531,35.6,10.7,64.4,59.8,9.1,31312,51.7,26.8,29219,48.3,28.3,13015,6908,53.1,37.5,62.5,51472,,26.4
94104,0,0,,No,No,429,12.6,4.2,87.4,83.2,41.7,261,60.8,56.3,168,39.2,46.6,220,40,18.2,13.6,86.4,51500,,26.8
92553,0,0,,No,No,76102,29.9,13.1,70.1,64.4,11.3,37418,49.2,27.6,38684,50.8,30.3,18385,8052,43.8,47.7,52.3,51516,,49.7
93710,0,0,,No,No,33448,20.8,21.3,79.2,67.6,17.9,15870,47.4,28.9,17578,52.6,27.9,11238,2937,26.1,40.6,59.4,51605,,40.6
95937,0,0,,No,No,1540,28.6,6.9,71.4,68.1,25.6,729,47.3,30.9,811,52.7,41.3,536,196,36.6,73.1,26.9,51625,,30.2
95969,0,0,,No,No,23572,18.7,6.5,81.3,78.6,35.7,11128,47.2,48,12444,52.8,51.8,9961,1859,18.7,70.5,29.5,51625,,29.4
93553,34.47047303,-117.8993791,,No,No,1709,18.4,9.1,81.6,78.4,32.9,801,46.9,51.1,908,53.1,54.2,670,157,23.4,75.8,24.2,51630,,26.9
92115,0,0,,No,No,64343,17.5,26.7,82.5,68,13.2,31593,49.1,27.2,32750,50.9,29.2,21203,5290,24.9,34.3,65.7,51636,,36.2
93543,34.53302373,-117.9580498,,No,No,14392,28.7,8.7,71.3,67.8,20,7222,50.2,34.6,7170,49.8,36.3,3698,1243,33.6,67.2,32.8,51719,,38.1
92102,0,0,,No,No,44010,23.3,8.2,76.7,73.5,13.6,22740,51.7,32.9,21270,48.3,33.8,14757,3984,27,29.3,70.7,51744,,34.9
93644,0,0,,No,No,9055,18.1,5.8,81.9,80.7,35.8,4349,48,53.2,4706,52,46.8,3559,685,19.2,69.4,30.6,51745,,29.1
95920,0,0,,No,No,315,17.5,12.1,82.5,77.5,29.8,154,48.9,41.2,161,51.1,52.3,131,35,26.7,74.8,25.2,51750,,26
96096,0,0,,No,No,703,13.9,8.4,86.1,81.9,42.5,366,52.1,55.1,337,47.9,56.1,286,27,9.4,85,15,51786,,35.7
92278,0,0,,No,No,4890,15,60.6,85,56.9,0,4081,83.5,21.5,809,16.5,20.5,370,319,86.2,0,100,51818,,24.9
95245,0,0,,No,No,1717,10.7,2.3,89.3,87.1,39.1,815,47.5,55.8,902,52.5,54.5,667,46,6.9,81.7,18.3,51830,,30.4
96094,0,0,,No,No,6611,20.4,9.4,79.6,73.2,30.4,3326,50.3,43.6,3285,49.7,49.2,2861,626,21.9,60.9,39.1,51857,,30.7
95554,0,0,,No,No,508,11,0.8,89,88.6,53.5,273,53.7,45.3,235,46.3,64,178,58,32.6,78.1,21.9,51875,,45.5
92262,0,0,,No,No,28618,15.4,6.6,84.6,81.9,34.7,16795,58.7,52.4,11823,41.3,50.2,13458,1813,13.5,57.5,42.5,52092,,32.4
95313,0,0,,No,No,1305,25.1,5.7,74.9,70.9,16.8,635,48.7,31.9,670,51.3,37,446,101,22.6,54.7,45.3,52105,,39.5
93265,0,0,,No,No,3379,10.7,8.9,89.3,87.3,39.1,1794,53.1,56.9,1585,46.9,51.8,1736,252,14.5,79.5,20.5,52174,,39.3
90262,0,0,,No,No,70536,28.3,12.4,71.7,66.8,11.9,34414,48.8,29.3,36122,51.2,30.6,15374,6625,43.1,45.9,54.1,52313,,39.6
90280,0,0,,No,No,94642,27,11.6,73,68.4,14.9,46826,49.5,31.4,47816,50.5,32.5,24071,9535,39.6,42.9,57.1,52321,,41.1
92308,0,0,,No,No,42207,27.5,7.4,72.5,69.1,24.8,20215,47.9,37.9,21992,52.1,40.2,14125,4350,30.8,66.6,33.4,52330,,30.1
92276,0,0,,No,No,6748,19.3,7.2,80.7,76.3,35.3,3513,52.1,45.2,3235,47.9,53.9,2584,582,22.5,74.8,25.2,52333,,35.8
92701,0,0,,No,No,55058,31.5,11,68.5,64.2,10.1,28399,51.6,28.5,26659,48.4,30.7,13209,6252,47.3,28.6,71.4,52372,,53.8
96116,0,0,,No,No,172,0,0,100,100,100,92,53.5,-,80,46.5,76.8,109,0,0,100,0,52477,,15.6
93452,0,0,,No,No,658,26.6,10.2,73.4,70.1,22.9,412,62.6,21.9,246,37.4,49.2,322,56,17.4,27,73,52578,,50.6
92058,0,0,,No,No,46029,30.2,18.9,69.8,63,10.7,25029,54.4,24,21000,45.6,27.4,14037,6378,45.4,28.5,71.5,52591,,28.7
94603,0,0,,No,No,35862,28.3,11,71.7,66.7,11.8,17380,48.5,30.5,18482,51.5,31.7,10006,3728,37.3,45.9,54.1,52634,,46.2
95717,0,0,,No,No,176,11.4,9.1,88.6,79.5,50,103,58.5,61.2,73,41.5,46.8,87,0,0,44.8,55.2,52639,,35.6
95247,0,0,,No,No,4024,17.3,4.9,82.7,81.6,46.4,1903,47.3,47.7,2121,52.7,61.9,1630,233,14.3,81.5,18.5,52661,,46.1
95482,0,0,,No,No,31482,24.2,9.2,75.8,72.1,22.8,15337,48.7,37,16145,51.3,39.7,11451,3372,29.4,53.5,46.5,52673,,36.6
95338,0,0,,No,No,10827,18.8,4.8,81.2,79.4,35.6,5579,51.5,49.2,5248,48.5,53.6,4776,1065,22.3,69.5,30.5,52699,,28.9
95689,0,0,,No,No,1698,15.4,3.1,84.6,83.5,47.6,942,55.5,56.5,756,44.5,59.5,726,123,16.9,90.4,9.6,52700,,37.9
92544,0,0,,No,No,49923,26.4,9.1,73.6,69.9,21.1,24676,49.4,36.1,25247,50.6,35.7,15408,4764,30.9,67.1,32.9,52744,,49.6
95634,0,0,,No,No,3559,19.3,6.4,80.7,76.1,35.3,2060,57.9,48.2,1499,42.1,50.9,1386,232,16.7,75.5,24.5,52868,,46
95928,0,0,,No,No,37735,17,21.7,83,75.3,21.1,18789,49.8,31.2,18946,50.2,31.9,14473,3027,20.9,45,55,52913,,38.4
95637,0,0,,No,No,268,23.1,0,76.9,76.9,28.7,160,59.7,33.6,108,40.3,50.7,97,30,30.9,53.6,46.4,52917,,79.4
90804,0,0,,No,No,39239,21.1,12.9,78.9,73.7,11.2,19245,49,31.8,19994,51,32.2,14955,3969,26.5,21.4,78.6,52948,,29.7
93222,0,0,,No,No,1583,14.2,3.7,85.8,84.6,47.4,833,52.6,59.7,750,47.4,58.7,834,82,9.8,77.6,22.4,52990,,21.1
95204,0,0,,No,No,28667,22.2,8.6,77.8,73.9,23.3,13833,48.3,35.6,14834,51.7,38.1,11076,2868,25.9,53.9,46.1,53077,,37.3
92335,0,0,,No,No,99306,29.7,12.4,70.3,64.5,11.2,49854,50.2,28.4,49452,49.8,30.5,25098,10997,43.8,49.3,50.7,53099,,44.3
92394,0,0,,No,No,34915,31.3,8.6,68.7,64.8,9.6,18896,54.1,30.8,16019,45.9,29.8,8120,3530,43.5,62.4,37.6,53107,,43.6
